iata,name,location,country
KYD,Lanyu Airport,"Orchid Island, Taitung County",Taiwan
LMI,Lumi Airport,Lumi,Papua New Guinea
MAY,Clarence A.Bain Airport,Andros,Bahamas
MLR,Millicent Airport,"Millicent, South Australia",Australia
MWY,Miranda Downs Airport,"Miranda Downs, Queensland",Australia
OAI,Bagram Airfield,Bagram,Afghanistan
PFO,Paphos International Airport,Paphos,Cyprus
QBC,Bella Coola Airport,"Bella Coola, British Columbia",Canada
SAD,Safford Regional Airport,"Safford, Arizona",United States
SPF,Black Hills Airport (Clyde Ice Field),"Spearfish, South Dakota",United States
TIA,Tirana International Airport Nënë Tereza,Tirana,Albania
UNR,Öndörkhaan Airport,"Öndörkhaan, Khentii",Mongolia
WRE,Whangarei Airport,Whangarei,New Zealand
YFG,Fontanges Airport,"Fontanges, Quebec",Canada
YTS,Timmins/Victor M. Power Airport,"Timmins, Ontario",Canada
XEF,Union Station,"Winnipeg, Manitoba",Canada
AID,Anderson Municipal Airport (Darlington Field),"Anderson, Indiana",United States
ATY,Watertown Regional Airport,"Watertown, South Dakota",United States
BGK,Big Creek Airport,Big Creek,Belize
BRM,Jacinto Lara International Airport,Barquisimeto,Venezuela
CCW,Cowell Airport,"Cowell, South Australia",Australia
COK,Cochin International Airport (Nedumbassery Airport),"Nedumbassery, Kerala",India
DCR,Decatur Hi-Way Airport,"Decatur, Indiana",United States
EBB,Entebbe International Airport,Entebbe,Uganda
FBE,Francisco Beltrão Airport,"Francisco Beltrao, Paraná",Brazil
GDO,Guasdualito Airport (Vare Maria Airport),Guasdualito,Venezuela
GWN,Gnarowein Airport,Gnarowein,Papua New Guinea
HSI,Hastings Municipal Airport,"Hastings, Nebraska",United States
IRJ,Capitán Vicente Almandos Almonacid Airport,La Rioja,Argentina
JSP,Sogwipo Heliport,"Sogwipo (Seogwipo), Cheju (Jeju)",South Korea
KKY,Kilkenny Airport,Kilkenny,Ireland
KYE,Rene Mouawad Air Base (Kleyate Airport),Kleyate / Tripoli,Lebanon
LML,Lae Airport,Lae Atoll,Marshall Islands
MAZ,Eugenio Maria de Hostos Airport,Mayagüez,Puerto Rico
MLS,Miles City Municipal Airport (Frank Wiley Field),"Miles City, Montana",United States
MWZ,Mwanza Airport,Mwanza,Tanzania
OAJ,Albert J.Ellis Airport,"Jacksonville, North Carolina",United States
PGA,PAGE Municipal Airport,"PAGE, Arizona",United States
QBQ,Besançon - La Vèze Aerodrome,Besançon / La Vèze,France
SAE,Saattut Heliport,Saattut,Greenland
SPG,Albert Whitted Airport,"St. Petersburg, Florida",United States
TIC,Tinak Airport,"Tinak, Arno Atoll",Marshall Islands
UNU,Dodge County Airport,"Juneau, Wisconsin",United States
WRG,Wrangell Airport,"Wrangell, Alaska",United States
YFH,Fort Hope Airport,"Fort Hope, Ontario",Canada
YTT,Tisdale Airport,"Tisdale, Saskatchewan",Canada
XEV,Stockholm Central Station,,Sweden
AIE,Aiome Airport,Aiome,Papua New Guinea
ATZ,Assiut Airport,Assiut,Egypt
BGL,Baglung Airport,Baglung,Nepal
BRN,Bern Airport,Bern,Switzerland
CCX,Cáceres Airport,"Cáceres, Minas Gerais",Brazil
COL,Coll Island Airport,"Coll, Scotland",United Kingdom
DCT,Duncan Town Airport,"Duncan Town, Ragged Island",Bahamas
EBD,El Obeid Airport,El Obeid,Sudan
FBG,Simmons Army Airfield,"Fort Bragg, North Carolina",United States
GDP,Guadalupe Airport,"Guadalupe, Piauí",Brazil
GWO,Greenwood-Leflore Airport,"Greenwood, Mississippi",United States
HSK,Huesca-Pirineos Airport,Huesca,Spain
IRK,Kirksville Regional Airport,"Kirksville, Missouri",United States
JSR,Jessore Airport,Jessore,Bangladesh
KKZ,Koh Kong Airport,"Koh Kong, Koh Kong Province",Cambodia
KYF,Yeelirrie Airport,"Yeelirrie, Western Australia",Australia
LMM,Federal del Valle del Fuerte International Airport,"Los Mochis, Sinaloa",Mexico
MBA,Moi International Airport,Mombasa,Kenya
MLT,Millinocket Municipal Airport,"Millinocket, Maine",United States
MXA,Manila Municipal Airport,"Manila, Arkansas",United States
OAK,Oakland International Airport,"Oakland, California",United States
PGC, GRANT County Airport,"Petersburg, West Virginia",United States
QCY,RAF Coningsby,"Coningsby, England",United Kingdom
SAF,Santa Fe Municipal Airport,"Santa Fe, New Mexico",United States
SPH,Sopu Airport,Sopu,Papua New Guinea
TIF,Ta'if Airport,Ta'if,Saudi Arabia
UOL,Buol Airport,Buol,Indonesia
WRI,McGuire Air Force Base,"Wrightstown, New Jersey",United States
YFL,Fort Reliance Water Aerodrome,"Fort Reliance, Northwest Territories",Canada
YTU,Tasu Water Aerodrome,"Tasu, British Columbia",Canada
XEW,Flemingsberg Railway Station,,Sweden
AIF,Assis Airport,"Assis, São Paulo",Brazil
AUA,Queen Beatrix International Airport,Oranjestad,Aruba
BGM,Greater Binghamton Airport (Edwin A. Link Field),"Binghamton, New York",United States
BRO,Brownsville/South Padre Island International Airport,"Brownsville, Texas",United States
CCY,Northeast Iowa Regional Airport,"Charles City, Iowa",United States
COM,Coleman Municipal Airport,"Coleman, Texas",United States
DCU,Pryor Field Regional Airport,"Decatur, Alabama",United States
EBG,El Bagre Airport,El Bagre,Colombia
FBK,Wainwright Army Airfield,"Fairbanks / Fort Wainwright, Alaska",United States
GDQ,Gondar Airport,Gondar,Ethiopia
GWS,Glenwood Springs Municipal Airport,"Glenwood Springs, Colorado",United States
HSL,Huslia Airport,"Huslia, Alaska",United States
IRN,Iriona Airport,Iriona,Honduras
JSS,Spetses Heliport,Spetses,Greece
KLA,Kampala Airport,Kampala,Uganda
KYI,Yalata Mission Airport,"Yalata Mission, South Australia",Australia
LMN,Limbang Airport,"Limbang, Sarawak",Malaysia
MBB,Marble Bar Airport,"Marble Bar, Western Australia",Australia
MLU,Monroe Regional Airport,"Monroe, Louisiana",United States
MXB,Andi Jemma Airport,Masamba,Indonesia
OAM,Oamaru Airport,"Oamaru, North Otago",New Zealand
PGD,Punta Gorda Airport (formerly Charlotte County Airport),"Punta Gorda, Florida",United States
QDF,Conselheiro Lafaiete Airport,"""Conselheiro Lafaiete, Minas Gerais",Brazil
SAG,Sagwon Airport,"Sagwon, Alaska",United States
SPI,Abraham Lincoln Capital Airport,"Springfield, Illinois",United States
TII,Tarin Kowt Airport,Tarin Kowt,Afghanistan
UOS,Franklin County Airport,"Sewanee, Tennessee",United States
WRL,Worland Municipal Airport,"Worland, Wyoming",United States
YFO,Flin Flon Airport,"Flin Flon, Manitoba",Canada
YTX,Telegraph Creek Airport,"Telegraph Creek, British Columbia",Canada
XFF,Gare de Calais-Fréthun,Calais,France
AIG,Yalinga Airport,Yalinga,Central African Republic
AUB,Itauba Airport,"Itauba, Mato Grosso",Brazil
BGN,Belaya Gora Airport,"Belaya Gora, Sakha Republic",Russia
BRP,Biaru Airport,Biaru,Papua New Guinea
CCZ,Chub Cay International Airport,"Chub Cay, Berry Islands",Bahamas
CON,Concord Municipal Airport,"Concord, New Hampshire",United States
DCY,Daocheng Yading Airport,"Daocheng, Sichuan",China
EBJ,Esbjerg Airport,Esbjerg,Denmark
FBL,Faribault Municipal Airport,"Faribault, Minnesota",United States
GDT,J.A.G.S. McCartney International Airport (Grand Turk Int'l),Grand Turk Island,Turks and Caicos Islands
GWT,Sylt Airport (Westerland Airport),Westerland,Germany
HSM,Horsham Airport,"Horsham, Victoria",Australia
IRO,Birao Airport,Birao,Central African Republic
JST,John Murtha Johnstown-Cambria County Airport,"Johnstown, Pennsylvania",United States
KLB,Kalabo Airport,Kalabo,Zambia
KYK,Karluk Airport,"Karluk, Alaska",United States
LMO,RAF Lossiemouth,"Lossiemouth, Scotland",United Kingdom
MBC,Mbigou Airport,Mbigou,Gabon
MLV,Merluna Airport,"Merluna, Queensland",Australia
MXC,Monticello Airport,"Monticello, Utah",United States
OAX,Xoxocotlán International Airport,Oaxaca,Mexico
PGE,Yegepa Airport,Yegepa,Papua New Guinea
QFD,Boufarik Airport,Boufarik,Algeria
SAH,El Rahaba Airport (Sanaa International),Sana'a,Yemen
SPJ,Sparti Airport,"Sparti, Laconia",Greece
TIJ,General Abelardo L. Rodríguez International Airport,"Tijuana, Baja California",Mexico
UOX,University-Oxford Airport,"Oxford, Mississippi",United States
WRN,Windarling Airport,Windarling,Australia
YFR,Fort Resolution Airport,"Fort Resolution, Northwest Territories",Canada
YTY,Yangzhou Taizhou Airport,"Yangzhou and Taizhou, Jiangsu",China
XFJ,Eskilstuna Central Station,Eskilstuna,Sweden
AIH,Aiambak Airport,Aiambak,Papua New Guinea
AUC,Santiago Pérez Airport,Arauca,Colombia
BGO,Bergen Flesland Airport,Bergen,Norway
BRQ,Brno-Turany Airport,Brno,Czech Republic
CDA,Cooinda Airport,"Cooinda, Northern Territory",Australia
COO,Cadjehoun Airport,Cotonou,Benin
DDC,Dodge City Regional Airport,"Dodge City, Kansas",United States
EBL,Erbil International Airport,"Erbil, Kurdistan",Iraq
FBM,Lubumbashi International Airport,Lubumbashi,Democratic Republic of the Congo
GDV,Dawson Community Airport,"Glendive, Montana",United States
GWV,Glendale Fokker Field,"Glendale, West Virginia",United States
HSN,Zhoushan Putuoshan Airport,"Zhoushan, Zhejiang",China
IRP,Matari Airport,Isiro,Democratic Republic of the Congo
JSU,Maniitsoq Airport,Maniitsoq,Greenland
KLC,Kaolack Airport,Kaolack,Senegal
KYN,Milton Keynes Airport,"Milton Keynes, England",United Kingdom
LMP,Lampedusa Airport,Lampedusa,Italy
MBD,Mafikeng International Airport,Mmabatho,South Africa
MLW,Spriggs Payne Airport,Monrovia,Liberia
MXD,Marion Downs Airport,"Marion Downs, Queensland",Australia
OBC,Obock Airport,Obock,Djibouti
PGF,Perpignan – Rivesaltes Airport,Perpignan,France
QFG,Eqalugaarsuit Heliport,Eqalugaarsuit,Greenland
SAI,San Marino Airport,San Marino,Republic of San Marino
SPK,All Airports,Sapporo,Japan
TIK,Tinker Air Force Base,"Oklahoma City, Oklahoma",United States
UPG,Sultan Hasanuddin International Airport,Makassar,Indonesia
WRO,Copernicus Airport Wroclaw,Wroclaw,Poland
YFS,Fort Simpson Airport,"Fort Simpson, Northwest Territories",Canada
YTZ,Billy Bishop Toronto City Airport,"Toronto, Ontario",Canada
XFP,Malmö Central Station,,Sweden
AII,Ali-Sabieh Airport,Ali-Sabieh,Djibouti
AUD,Augustus Downs Airport,"Augustus Downs, Queensland",Australia
BGP,Bongo Airport,Bongo,Gabon
BRR,Barra Airport (Northbay Airport),"Barra, Scotland",United Kingdom
CDB,Cold Bay Airport,"Cold Bay, Alaska",United States
COP,Cooperstown-Westville Airport,"Cooperstown, New York",United States
DDG,Dandong Langtou Airport,Dandong,China
EBM,El Borma Airport,El Borma,Tunisia
FBR,Fort Bridger Airport,"Fort Bridger, Wyoming",United States
GDW,Gladwin Zettel Memorial Airport,"Gladwin, Michigan",United States
GWW,RAF Gatow,Berlin,Germany
HSP,Ingalls Field,"Hot Springs, Virginia",United States
IRS,Kirsch Municipal Airport,"Sturgis, Michigan",United States
JSY,Syros Island Airport,Syros Island,Greece
KLD,Migalovo Air Base,Tver Oblast,Russia
KYP,Kyaukpyu Airport,Kyaukpyu,Myanmar (Burma)
LMQ,Marsa Brega Airport,Brega,Libya
MBE,Monbetsu Airport,"Monbetsu, Hokkaid?",Japan
MLX,Erhac Airport,Malatya,Turkey
MXE,Laurinburg-Maxton Airport,"Maxton, North Carolina",United States
OBD,Obano Airport,Obano,Indonesia
PGL,Trent Lott International Airport,"Pascagoula, Mississippi",United States
QFN,Narsaq Kujalleq Heliport,Narsaq Kujalleq,Greenland
SAJ,Sirajganj Airport,Sirajganj,Bangladesh
SPM,Spangdahlem Air Base,Spangdahlem,Germany
TIM,Mozes Kilangin Airport,"Timika, Papua",Indonesia
UPL,Upala Airport,Upala,Costa Rica
WRW,All airports in Warsaw,Warsaw,Poland
YFX,St. Lewis (Fox Harbour) Airport,"St. Lewis, Newfoundland and Labrador",Canada
YUA,Yuanmou Airport,"Yuanmou, Yunnan",China
XGB,Gare Montparnasse,Paris,France
AIK,Aiken Municipal Airport,"Aiken, South Carolina",United States
AUE,Abu Rudeis Airport,Abu Rudeis,Egypt
BGQ,Big Lake Airport,"Big Lake, Alaska",United States
BRS,Bristol Airport,"Bristol, England",United Kingdom
CDC,Cedar City Regional Airport,"Cedar City, Utah",United States
COQ,Choibalsan Airport,Choibalsan,Mongolia
DDI,Daydream Island Resort Airport,"Daydream Island Resort, Queensland",Australia
EBN,Ebadon Airstrip,Kwajalein Atoll,Marshall Islands
FBS,Friday Harbor Seaplane Base,"Friday Harbor, Washington",United States
GDX,Sokol Airport,Magadan,Russia
GWY,Galway Airport,Galway,Ireland
HSS,Hissar Airport,Hissar,India
IRU,Iranamadu Waterdrome,Kilinochchi,Sri Lanka
JSZ,Saint-Tropez Heliport,Saint-Tropez,France
KLE,Kaélé Airport,Kaélé,Cameroon
KYS,Kayes Airport (Dag Dag Airport),Kayes,Mali
LMR,Finsch Mine Airport,Lime Acres,South Africa
MBF,Mount Buffalo Airport,"Mount Buffalo, Victoria",Australia
MLY,Manley Hot Springs Airport,"Manley Hot Springs, Alaska",United States
MXF,Maxwell Air FORCE Base,"Montgomery, Alabama",United States
OBE,Okeechobee County Airport,"Okeechobee, Florida",United States
PGM, PORT Graham Airport,"PORT Graham, Alaska",United States
QFO,Duxford Airport,"Duxford, England",United Kingdom
SAK,Sauðárkrókur Airport,Sauðárkrókur,Iceland
SPN,Saipan International Airport (Francisco C. Ada),Saipan Island,Northern Mariana Islands
TIP,Tripoli International Airport,Tripoli,Libya
UPN,Lic. y Gen. Ignacio López Rayón International Airport,"Uruapan, Michoacán",Mexico
WRZ,Weerawila Airport,Weerawila,Sri Lanka
YGA,Gagnon Airport,"Gagnon, Quebec",Canada
YUB,Tuktoyaktuk/James Gruben Airport,"Tuktoyaktuk, Northwest Territories",Canada
XGC,Lund Central Station,,Sweden
AIL,Ailigandi Airport,Ailigandi,Panama
AUF,Auxerre - Branches Aerodrome,Auxerre,France
BGR,Bangor International Airport,"Bangor, Maine",United States
BRT,Bathurst Island Airport,"Bathurst Island, Northern Territory",Australia
CDD,Cauquira Airport,Cauquira,Honduras
COR,Ingeniero Ambrosio L.V. Taravella International Airport (Pajas Blancas),"Córdoba, Córdoba",Argentina
DDM,Dodoima Airport,Dodoima,Papua New Guinea
EBO,Ebon Airport,Ebon Atoll,Marshall Islands
FBU,Fornebu Airport (closed),Oslo,Norway
GDZ,Gelendzhik Airport,"Gelendzhik, Krasnodarskiy",Russia
GXF,Seiyun Airport,Seiyun,Yemen
HST,Homestead Air Reserve Base,"Homestead, Florida",United States
ISA,Mount Isa Airport,"Mount Isa, Queensland",Australia
JTI,Jatai Airport,"Jatai, Goiás",Brazil
KLF,Grabtsevo Airport,Kaluga,Russia
KYT,Kyauktaw Airport,Kyauktaw,Myanmar (Burma)
LMS,Louisville Winston County Airport,"Louisville, Mississippi",United States
MBG,Mobridge Municipal Airport,"Mobridge, South Dakota",United States
MLZ,Cerro Largo International Airport,"Melo, Cerro Largo",Uruguay
MXH,Moro Airport,Moro,Papua New Guinea
OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany
PGO,Stevens Field,"Pagosa Springs, Colorado",United States
QFR,Frosinone Airport,Frosinone,Italy
SAL,El Salvador International Airport,San Salvador,El Salvador
SPR,San Pedro Airport,San Pedro,Belize
TIQ,Tinian International Airport (West Tinian),Tinian Island,Northern Mariana Islands
UPP,Upolu Airport,"Hawi, Hawaii",United States
WSD,Condron Army Airfield,"White Sands, New Mexico",United States
YGB,Texada/Gillies Bay Airport,"Texada Island, British Columbia",Canada
YUD,Umiujaq Airport,"Umiujaq, Quebec",Canada
XGH,Flåm Station,,Norway
AIM,Ailuk Airport,Ailuk,Marshall Islands
AUG,Augusta State Airport,"Augusta, Maine",United States
BGS,Webb Air Force Base,"Big Spring, Texas",United States
BRU,Brussels Airport (Zaventem Airport),Brussels,Belgium
CDE,Cape Decision Coast Guard Heliport,"Cape Decision, Alaska",United States
COS,Colorado Springs Airport,"Colorado Springs, Colorado",United States
DDN,Delta Downs Airport,"Delta Downs, Queensland",Australia
EBS,Webster City Municipal Airport,"Webster City, Iowa",United States
FBY,Fairbury Municipal Airport,"Fairbury, Nebraska",United States
GEA,Nouméa Magenta Airport,Nouméa,New Caledonia
GXG,Negage Airport,Negage,Angola
HSV,Huntsville International Airport (Carl T. Jones Field),"Huntsville / Decatur, Alabama",United States
ISB,Benazir Bhutto International Airport (Islamabad International),Islamabad / Rawalpindi,Pakistan
JTO,Thousand Oaks Heliport,"Thousand Oaks, California",United States
KLG,Kalskag Airport,"Kalskag, Alaska",United States
KYU,Koyukuk Airport,"Koyukuk, Alaska",United States
LMT,Klamath Falls Airport,"Klamath Falls, Oregon",United States
MBH,Maryborough Airport,"Maryborough, Queensland",Australia
MMA, ALL Airports,Malmö,Sweden
MXI,Imelda R.Marcos Airport,"Mati, Davao Oriental",Philippines
OBL,Zoersel-Oostmalle Airfield,Zoersel / Oostmalle,Belgium
PGR,Kirk Field,"Paragould, Arkansas",United States
QFX,Igaliku Heliport,Igaliku,Greenland
SAN,San Diego International Airport,"San Diego, California",United States
SPS,Sheppard AFB / Wichita Falls Municipal Airport,"Wichita Falls, Texas",United States
TIR,Tirupati Airport,"Tirupati, Andhra Pradesh",India
URA,Oral Ak Zhol Airport,Oral (Uralsk),Kazakhstan
WSG,Washington County Airport,"Washington, Pennsylvania",United States
YGC,Grande Cache Airport,"Grande Cache, Alberta",Canada
YUE,Yuendumu Airport,"Yuendumu, Northern Territory",Australia
XGJ,Cobourg Railway Station,,Canada
AIN,Wainwright Airport,"Fort Wainwright, Alaska",United States
AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates
BGT,Bagdad Airport,"Bagdad, Arizona",United States
BRV,Bremerhaven Airport,"Bremerhaven, Bremen",Germany
CDF,Fiames Airport,Cortina d'Ampezzo,Italy
COT,Cotulla–La Salle County Airport,"Cotulla, Texas",United States
DDP,Dorado Beach Airport,Dorado,Puerto Rico
EBU,Saint-Étienne - Bouthéon Airport,Saint-Étienne / Bouthéon,France
FCA,Glacier Park International Airport,"Kalispell, Montana",United States
GEB,Gebe Airport,"Gebe, Maluku",Indonesia
GXH,Gannan Xiahe Airport,"Xiahe, Gansu",China
HSZ,Hsinchu Airport,Hsinchu,Taiwan
ISC,St Mary's Airport,"St Mary's, Isles of Scilly",United Kingdom
JTR,Santorini Airport,"Santorini, Thira",Greece
KLH,Kolhapur Airport,Kolhapur,India
KYX,Yalumet Airport,Yalumet,Papua New Guinea
LMX,Lopez de Micay Airport,Lopez de Micay,Colombia
MBI,Mbeya Airport,Mbeya,Tanzania
MMB,Memanbetsu Airport,Kitami,Japan
MXJ,Minna Airport,Minna,Nigeria
OBO,Tokachi - Obihiro Airport,"Obihiro, Tokachi Subprefecture, Hokkaido",Japan
PGS,Grand Canyon Caverns Airport,"Peach Springs, Arizona",United States
QGA,Guaira Airport,"Guaíra, Paraná",Brazil
SAO, ALL Airports,São Paulo,Brazil
SPU,Split Airport,Split,Croatia
TIU,Richard Pearse Airport,Timaru,New Zealand
URC,Ürümqi Diwopu International Airport,"Ürümqi, Xinjiang",China
WSH,Brookhaven Airport,"Shirley, New York",United States
YGE,Gorge Harbour Airport,"Gorge Harbour, British Columbia",Canada
YUL,Montréal–Pierre Elliott Trudeau International Airport,"Dorval, Quebec",Canada
XHJ,Aachen Hauptbahnhof,Aachen,Germany
AIO,Atlantic Municipal Airport,"Atlantic, Iowa",United States
AUI,Aua Island Airport,Aua Island,Papua New Guinea
BGU,Bangassou Airport,Bangassou,Central African Republic
BRW,Wiley Post–Will Rogers Memorial Airport,"Barrow, Alaska",United States
CDG,Charles de Gaulle Airport (Roissy Airport),Paris,France
COU,Columbia Regional Airport,"Columbia, Missouri",United States
DDU,Dadu Airport,Dadu,Pakistan
EBW,Ebolowa Airport,Ebolowa,Cameroon
FCB,Ficksburg Sentra Oes Airport,Ficksburg,South Africa
GEC,Lefkoniko Airport,Lefkoniko,Cyprus
GXQ,Teniente Vidal Airport,Coyhaique,Chile
HTA,Kadala Airport,Chita,Russia
ISD,Iscuande Airport,Iscuande,Colombia
JTY,Astypalaia Airport,Astypalaia Island,Greece
KLI,Kota Koli Airport,Kota Koli,Democratic Republic of the Congo
KYZ,Kyzyl Airport,"Kyzyl, Tuva",Russia
LMY,Lake Murray Airport,Lake Murray,Papua New Guinea
MBJ,Sangster International Airport,Montego Bay,Jamaica
MMC,Ciudad Mante Airport,"Ciudad Mante, Tamaulipas",Mexico
MXK,Mindik Airport,Mindik,Papua New Guinea
OBT,Oakland/coliseum Stat Airport,"Oakland, Maryland",United States
PGV,Pitt-Greenville Airport,"Greenville, North Carolina",United States
QGQ,Attu Heliport,Attu Island,Greenland
